Product_ID,Product_Name,Category,Sub_Category,Brand,Unit_Cost,Selling_Price,Weight_KG,Shelf_Life_Days,Package_Type,Reorder_Level,Maximum_Stock,Minimum_Stock
PRD0206,Satchel Co Standard Women's 206,Fashion,Women's Apparel,Satchel Co,1279.32,1831.94,0.16,572,Poly Bag,292,1062,119
PRD0207,Stridex Deluxe Accessories 207,Fashion,Accessories,Stridex,727.73,922.38,1.66,1328,Poly Bag,250,886,121
PRD0208,UrbanWeave Smart Women's 208,Fashion,Women's Apparel,UrbanWeave,428.32,757.39,0.29,960,Poly Bag,303,815,157
PRD0209,Satchel Co Compact Women's 209,Fashion,Women's Apparel,Satchel Co,1704.2,2942.86,1.92,671,Poly Bag,170,994,99
PRD0210,Vogueline Pro Footwear 210,Fashion,Footwear,Vogueline,2992.24,3843.79,2.2,841,Box,251,675,121
PRD0211,Stridex Pro Bags 211,Fashion,Bags,Stridex,480.38,661.43,0.9,1055,Poly Bag,344,1272,155
PRD0212,Vogueline Elite Women's 212,Fashion,Women's Apparel,Vogueline,3765.91,5337.01,2.36,878,Poly Bag,470,772,292
PRD0213,Threadly Classic Accessories 213,Fashion,Accessories,Threadly,4493.59,7942.58,1.91,475,Poly Bag,239,903,80
PRD0214,Threadly Heavy-Duty Bags 214,Fashion,Bags,Threadly,344.6,439.81,2.0,1060,Poly Bag,150,825,61
PRD0215,Satchel Co Heavy-Duty Accessories 215,Fashion,Accessories,Satchel Co,698.63,1046.67,1.41,1180,Box,132,766,63
PRD0216,Satchel Co Advanced Footwear 216,Fashion,Footwear,Satchel Co,2966.97,4174.51,0.85,817,Box,429,954,288
PRD0217,Vogueline Deluxe Bags 217,Fashion,Bags,Vogueline,223.4,275.4,0.13,379,Box,338,999,232
PRD0218,Satchel Co Heavy-Duty Footwear 218,Fashion,Footwear,Satchel Co,2506.77,3342.7,1.33,558,Poly Bag,307,1167,217
PRD0219,UrbanWeave Standard Women's 219,Fashion,Women's Apparel,UrbanWeave,1442.82,2003.23,0.73,1358,Box,431,1236,289
PRD0220,Stridex Signature Footwear 220,Fashion,Footwear,Stridex,3158.33,3829.09,1.99,1195,Box,211,1022,79
PRD0221,Stridex Ultra Women's 221,Fashion,Women's Apparel,Stridex,2545.84,3871.27,0.32,923,Box,251,669,55
PRD0222,UrbanWeave Classic Accessories 222,Fashion,Accessories,UrbanWeave,1913.46,2565.91,2.0,972,Box,295,1014,151
PRD0223,Vogueline Advanced Bags 223,Fashion,Bags,Vogueline,3433.76,6178.47,2.43,1084,Box,403,760,281
PRD0224,UrbanWeave Compact Accessories 224,Fashion,Accessories,UrbanWeave,3188.96,3996.11,1.46,1333,Box,361,871,196
PRD0225,UrbanWeave Elite Accessories 225,Fashion,Accessories,UrbanWeave,3211.96,3991.93,0.52,1055,Poly Bag,285,1056,93
PRD0226,Threadly Heavy-Duty Accessories 226,Fashion,Accessories,Threadly,2672.92,4595.31,0.58,1170,Poly Bag,159,623,69
PRD0227,UrbanWeave Smart Bags 227,Fashion,Bags,UrbanWeave,3472.41,4272.55,2.45,443,Poly Bag,200,722,147
PRD0228,Threadly Standard Women's 228,Fashion,Women's Apparel,Threadly,1573.43,2534.98,1.55,479,Box,254,662,60
PRD0229,Satchel Co Essential Footwear 229,Fashion,Footwear,Satchel Co,2656.28,3208.07,0.37,1265,Box,271,712,185
PRD0230,Stridex Ultra Footwear 230,Fashion,Footwear,Stridex,3729.85,5339.77,0.3,1003,Poly Bag,121,423,55
PRD0231,Threadly Ultra Men's 231,Fashion,Men's Apparel,Threadly,4388.68,6811.24,2.05,1439,Poly Bag,201,1057,105
PRD0232,Threadly Advanced Men's 232,Fashion,Men's Apparel,Threadly,1849.14,2589.76,1.57,1067,Box,418,904,296
PRD0233,Stridex Classic Footwear 233,Fashion,Footwear,Stridex,4435.52,7298.0,1.73,1298,Poly Bag,175,719,107
PRD0234,Satchel Co Smart Footwear 234,Fashion,Footwear,Satchel Co,2901.99,4612.74,0.35,1459,Box,437,910,257
PRD0235,UrbanWeave Signature Footwear 235,Fashion,Footwear,UrbanWeave,1411.76,2061.17,1.11,915,Poly Bag,227,1001,98
PRD0236,Threadly Signature Women's 236,Fashion,Women's Apparel,Threadly,2620.33,4331.94,1.74,575,Poly Bag,291,1213,231
PRD0237,Threadly Signature Accessories 237,Fashion,Accessories,Threadly,4433.93,5740.24,1.03,447,Poly Bag,460,1027,297
PRD0238,UrbanWeave Standard Accessories 238,Fashion,Accessories,UrbanWeave,1982.39,2583.18,0.35,1017,Box,171,989,66
PRD0239,UrbanWeave Ultra Bags 239,Fashion,Bags,UrbanWeave,479.53,832.77,2.22,1189,Poly Bag,265,1124,193
PRD0240,Vogueline Premium Men's 240,Fashion,Men's Apparel,Vogueline,1982.19,2762.68,1.47,999,Poly Bag,316,943,157
PRD0241,AutoLine Standard Bike 241,Automotive,Bike Accessories,AutoLine,5524.15,6631.21,20.57,2378,Carton,311,1031,247
PRD0242,RoadKing Pro Tools 242,Automotive,Tools,RoadKing,487.09,675.76,1.89,3023,Crate,472,1187,275
PRD0243,RoadKing Advanced Spare 243,Automotive,Spare Parts,RoadKing,505.11,744.89,14.78,3227,Box,412,985,291
PRD0244,GearHead Signature Tools 244,Automotive,Tools,GearHead,4696.03,6595.48,0.25,2795,Box,163,1159,106
PRD0245,TorquePro Essential Bike 245,Automotive,Bike Accessories,TorquePro,5005.34,6284.37,11.28,2829,Carton,310,760,194
PRD0246,RoadKing Compact Tools 246,Automotive,Tools,RoadKing,5120.19,9149.39,22.11,3489,Crate,371,914,230
PRD0247,RoadKing Heavy-Duty Spare 247,Automotive,Spare Parts,RoadKing,8743.84,14668.61,15.11,1469,Box,297,971,213
PRD0248,GearHead Advanced Tools 248,Automotive,Tools,GearHead,8286.37,13146.65,12.14,3623,Carton,246,967,138
PRD0249,MotoEdge Everyday Spare 249,Automotive,Spare Parts,MotoEdge,733.08,1233.58,7.39,3054,Carton,238,1205,106
PRD0250,RoadKing Essential Car 250,Automotive,Car Accessories,RoadKing,2812.38,4961.63,16.88,1741,Box,247,939,126
PRD0251,TorquePro Heavy-Duty Lubricants 251,Automotive,Lubricants,TorquePro,2032.22,2637.09,24.53,1238,Crate,269,858,198
PRD0252,AutoLine Elite Tools 252,Automotive,Tools,AutoLine,1030.37,1461.03,6.03,2857,Carton,320,1130,251
PRD0253,MotoEdge Ultra Car 253,Automotive,Car Accessories,MotoEdge,5959.27,9023.83,10.23,3306,Carton,373,1258,190
PRD0254,TorquePro Deluxe Spare 254,Automotive,Spare Parts,TorquePro,4047.32,5510.17,7.72,2313,Carton,325,1084,185
PRD0255,RoadKing Ultra Spare 255,Automotive,Spare Parts,RoadKing,887.01,1502.41,13.41,948,Crate,190,855,77
PRD0256,GearHead Heavy-Duty Spare 256,Automotive,Spare Parts,GearHead,7692.83,12543.34,21.45,2204,Box,263,754,120
PRD0257,RoadKing Compact Car 257,Automotive,Car Accessories,RoadKing,5789.06,8516.6,0.33,1878,Carton,334,840,190
PRD0258,MotoEdge Heavy-Duty Car 258,Automotive,Car Accessories,MotoEdge,8343.66,11660.29,3.61,2692,Box,219,662,146
PRD0259,AutoLine Pro Bike 259,Automotive,Bike Accessories,AutoLine,5034.84,6817.91,24.69,1744,Crate,264,566,81
PRD0260,AutoLine Standard Bike 260,Automotive,Bike Accessories,AutoLine,3331.7,5752.2,2.85,997,Box,119,1049,65
PRD0261,RoadKing Ultra Spare 261,Automotive,Spare Parts,RoadKing,6215.64,10532.98,24.78,1534,Crate,145,631,70
PRD0262,TorquePro Everyday Lubricants 262,Automotive,Lubricants,TorquePro,4100.32,5677.84,0.8,1864,Carton,344,786,263
PRD0263,AutoLine Pro Spare 263,Automotive,Spare Parts,AutoLine,4826.04,8631.4,17.22,769,Crate,285,1043,112
PRD0264,AutoLine Classic Lubricants 264,Automotive,Lubricants,AutoLine,5239.14,7262.36,22.85,1523,Crate,273,698,196
PRD0265,AutoLine Smart Spare 265,Automotive,Spare Parts,AutoLine,3090.54,3980.61,2.52,2339,Box,280,981,124
PRD0266,MotoEdge Elite Tools 266,Automotive,Tools,MotoEdge,2927.07,4783.29,13.95,2045,Carton,284,893,145
PRD0267,AutoLine Standard Car 267,Automotive,Car Accessories,AutoLine,8044.89,14079.71,17.94,2678,Crate,277,1239,196
PRD0268,TorquePro Pro Tools 268,Automotive,Tools,TorquePro,6981.12,11357.13,20.35,3498,Box,228,923,167
PRD0269,MotoEdge Ultra Car 269,Automotive,Car Accessories,MotoEdge,3182.24,5157.9,20.81,2291,Carton,292,782,233
PRD0270,GearHead Elite Lubricants 270,Automotive,Lubricants,GearHead,6809.07,12095.22,16.68,2273,Carton,237,580,91
PRD0271,MotoEdge Elite Tools 271,Automotive,Tools,MotoEdge,8646.95,11317.44,21.14,3352,Crate,214,953,155
PRD0272,TorquePro Advanced Spare 272,Automotive,Spare Parts,TorquePro,8924.47,12754.35,0.49,3330,Carton,396,1184,248
PRD0273,GearHead Essential Lubricants 273,Automotive,Lubricants,GearHead,6949.66,11540.4,16.58,1601,Crate,330,1013,265
PRD0274,GearHead Pro Tools 274,Automotive,Tools,GearHead,1027.42,1400.02,20.77,1694,Carton,286,692,103
PRD0275,AutoLine Portable Tools 275,Automotive,Tools,AutoLine,1975.74,2389.42,15.87,2800,Box,359,1076,245
PRD0276,AutoLine Portable Bike 276,Automotive,Bike Accessories,AutoLine,1888.54,2739.37,0.88,829,Carton,181,522,83
PRD0277,GearHead Everyday Lubricants 277,Automotive,Lubricants,GearHead,346.22,514.17,5.46,2757,Carton,384,1342,216
PRD0278,GearHead Premium Lubricants 278,Automotive,Lubricants,GearHead,6916.89,9035.28,20.47,917,Crate,428,981,259
PRD0279,MotoEdge Smart Car 279,Automotive,Car Accessories,MotoEdge,8883.35,15224.34,16.03,2924,Box,219,1183,81
PRD0280,AutoLine Premium Car 280,Automotive,Car Accessories,AutoLine,5033.27,7283.42,4.8,1784,Crate,226,532,62
PRD0281,MediCore Pro Diagnostic 281,Medical,Diagnostic Devices,MediCore,11261.23,14684.12,2.79,985,Sealed Pack,361,1119,299
PRD0282,MediCore Everyday Diagnostic 282,Medical,Diagnostic Devices,MediCore,7417.77,10755.11,5.35,909,Sealed Pack,333,654,202
PRD0283,PulseAid Elite Mobility 283,Medical,Mobility Aids,PulseAid,6528.93,8916.44,1.59,520,Sealed Pack,225,699,160
PRD0284,CarePlus Standard Personal 284,Medical,Personal Care,CarePlus,6459.21,10249.06,4.5,374,Box,373,1139,192
PRD0285,CarePlus Premium Medical 285,Medical,Medical Supplies,CarePlus,3176.71,5598.23,5.99,762,Sealed Pack,313,753,245
PRD0286,MediCore Signature Medical 286,Medical,Medical Supplies,MediCore,13475.7,23038.72,4.78,1003,Carton,182,817,94
PRD0287,PulseAid Classic Medical 287,Medical,Medical Supplies,PulseAid,10410.64,13653.9,9.04,411,Carton,243,1115,148
PRD0288,MediCore Compact First 288,Medical,First Aid,MediCore,1283.9,2054.49,10.36,974,Box,318,698,149
PRD0289,MediCore Compact Personal 289,Medical,Personal Care,MediCore,3909.31,6597.66,7.7,718,Box,157,1029,53
PRD0290,CarePlus Smart Diagnostic 290,Medical,Diagnostic Devices,CarePlus,14555.79,26193.98,5.78,565,Sealed Pack,490,1485,298
PRD0291,HealWell Ultra Personal 291,Medical,Personal Care,HealWell,4659.68,8007.24,9.51,401,Box,178,1177,120
PRD0292,VitalTech Advanced Medical 292,Medical,Medical Supplies,VitalTech,9088.41,12566.04,7.8,511,Carton,184,1150,130
PRD0293,VitalTech Deluxe Medical 293,Medical,Medical Supplies,VitalTech,1752.42,2612.14,10.51,770,Sealed Pack,300,1057,116
PRD0294,VitalTech Classic First 294,Medical,First Aid,VitalTech,6160.79,10746.92,5.24,780,Box,227,558,174
PRD0295,VitalTech Ultra Diagnostic 295,Medical,Diagnostic Devices,VitalTech,9788.56,12608.18,3.39,547,Box,460,1421,264
PRD0296,VitalTech Elite Medical 296,Medical,Medical Supplies,VitalTech,11643.62,15213.49,1.75,435,Sealed Pack,401,714,274
PRD0297,PulseAid Premium Diagnostic 297,Medical,Diagnostic Devices,PulseAid,13406.61,24023.53,2.14,518,Sealed Pack,130,1105,53
PRD0298,HealWell Classic Personal 298,Medical,Personal Care,HealWell,11020.09,17287.65,3.01,452,Box,234,1045,136
PRD0299,MediCore Premium Mobility 299,Medical,Mobility Aids,MediCore,10939.74,18823.12,3.74,983,Box,273,1223,221
PRD0300,PulseAid Classic Diagnostic 300,Medical,Diagnostic Devices,PulseAid,4063.76,5330.25,2.97,971,Box,358,1120,235
PRD0301,HealWell Elite First 301,Medical,First Aid,HealWell,5768.28,8018.36,10.37,883,Box,341,839,143
PRD0302,VitalTech Ultra Medical 302,Medical,Medical Supplies,VitalTech,14763.67,24946.24,3.76,393,Carton,255,1032,137
PRD0303,VitalTech Portable Mobility 303,Medical,Mobility Aids,VitalTech,588.24,1038.58,7.89,694,Sealed Pack,181,638,88
PRD0304,PulseAid Smart First 304,Medical,First Aid,PulseAid,940.59,1295.47,7.37,963,Carton,390,969,196
PRD0305,VitalTech Deluxe Medical 305,Medical,Medical Supplies,VitalTech,2387.11,4075.26,9.86,719,Box,293,944,229
PRD0306,MediCore Smart Medical 306,Medical,Medical Supplies,MediCore,4845.07,6638.24,4.72,856,Sealed Pack,361,1245,210
PRD0307,CarePlus Smart First 307,Medical,First Aid,CarePlus,8924.41,15937.86,1.12,416,Carton,416,778,277
PRD0308,PulseAid Advanced Medical 308,Medical,Medical Supplies,PulseAid,12245.76,17099.13,2.57,557,Box,354,1338,179
PRD0309,HealWell Heavy-Duty First 309,Medical,First Aid,HealWell,7850.05,13737.05,5.41,571,Carton,302,985,118
PRD0310,VitalTech Portable Personal 310,Medical,Personal Care,VitalTech,1188.85,1575.43,2.29,1018,Carton,168,677,118
PRD0311,MediCore Heavy-Duty Mobility 311,Medical,Mobility Aids,MediCore,4699.7,7810.23,0.69,543,Carton,233,1047,149
PRD0312,PulseAid Heavy-Duty Diagnostic 312,Medical,Diagnostic Devices,PulseAid,8475.49,10689.73,10.16,622,Box,168,1157,72
PRD0313,HealWell Heavy-Duty First 313,Medical,First Aid,HealWell,1502.3,2237.77,7.12,874,Box,315,1294,168
PRD0314,PulseAid Classic Medical 314,Medical,Medical Supplies,PulseAid,11048.19,14919.02,4.16,429,Sealed Pack,309,1163,237
PRD0315,HealWell Premium Mobility 315,Medical,Mobility Aids,HealWell,4528.36,6375.5,0.73,366,Carton,367,1348,178
PRD0316,PulseAid Standard Diagnostic 316,Medical,Diagnostic Devices,PulseAid,6691.77,8860.91,11.05,1003,Carton,355,1027,177
PRD0317,HealWell Premium First 317,Medical,First Aid,HealWell,2106.74,3163.55,7.27,633,Carton,260,911,141
PRD0318,MediCore Elite Personal 318,Medical,Personal Care,MediCore,8800.94,14814.78,4.62,453,Carton,415,1210,277
PRD0319,HealWell Ultra First 319,Medical,First Aid,HealWell,5137.92,7764.05,5.55,759,Carton,473,911,278
PRD0320,VitalTech Elite Mobility 320,Medical,Mobility Aids,VitalTech,8576.96,11915.3,6.0,590,Carton,282,900,130
PRD0321,IronForge Premium Material 321,Industrial,Material Handling,IronForge,3923.77,5768.86,65.07,2600,Crate,186,855,116
PRD0322,IronForge Heavy-Duty Hardware 322,Industrial,Hardware,IronForge,7040.08,8782.36,70.63,2283,Crate,173,963,67
PRD0323,StrongArm Ultra Material 323,Industrial,Material Handling,StrongArm,18201.64,29156.8,58.07,3619,Carton,452,1209,296
PRD0324,StrongArm Smart Power 324,Industrial,Power Tools,StrongArm,9858.15,13866.11,41.69,2916,Carton,372,1294,258
PRD0325,BuildRight Everyday Hardware 325,Industrial,Hardware,BuildRight,6149.99,7479.17,60.23,2403,Box,212,548,62
PRD0326,SafeGuard Portable Material 326,Industrial,Material Handling,SafeGuard,19964.91,29449.77,9.71,1097,Carton,247,800,90
PRD0327,StrongArm Premium Safety 327,Industrial,Safety Equipment,StrongArm,1949.09,2695.18,11.13,2682,Box,447,1002,264
PRD0328,StrongArm Heavy-Duty Fasteners 328,Industrial,Fasteners,StrongArm,10596.39,17715.73,25.42,2540,Carton,234,535,96
PRD0329,HeavyDuty Portable Material 329,Industrial,Material Handling,HeavyDuty,6734.92,9091.38,60.54,1095,Carton,311,978,149
PRD0330,HeavyDuty Classic Material 330,Industrial,Material Handling,HeavyDuty,19161.21,28628.83,53.56,1131,Crate,353,1068,276
PRD0331,IronForge Signature Hardware 331,Industrial,Hardware,IronForge,3735.44,4961.7,25.68,1414,Carton,443,749,249
PRD0332,IronForge Heavy-Duty Hardware 332,Industrial,Hardware,IronForge,12008.44,17377.34,64.7,1659,Box,344,1186,236
PRD0333,IronForge Pro Safety 333,Industrial,Safety Equipment,IronForge,6681.97,8620.43,0.99,3420,Box,389,1368,220
PRD0334,SafeGuard Pro Material 334,Industrial,Material Handling,SafeGuard,5397.76,7033.26,57.63,3341,Crate,254,1243,111
PRD0335,StrongArm Advanced Fasteners 335,Industrial,Fasteners,StrongArm,9022.81,13604.23,29.16,2296,Carton,299,1160,141
PRD0336,BuildRight Pro Safety 336,Industrial,Safety Equipment,BuildRight,19293.9,26524.96,36.57,2538,Crate,310,649,187
PRD0337,HeavyDuty Essential Hardware 337,Industrial,Hardware,HeavyDuty,6282.07,8097.77,79.12,2490,Box,336,953,282
PRD0338,SafeGuard Pro Safety 338,Industrial,Safety Equipment,SafeGuard,6219.17,9057.67,17.48,3118,Box,161,688,99
PRD0339,SafeGuard Signature Fasteners 339,Industrial,Fasteners,SafeGuard,16082.26,22251.16,65.08,1472,Crate,289,1062,149
PRD0340,StrongArm Essential Material 340,Industrial,Material Handling,StrongArm,3662.9,4898.35,44.98,3040,Box,190,1153,121
PRD0341,HeavyDuty Compact Fasteners 341,Industrial,Fasteners,HeavyDuty,19277.03,25938.76,25.26,1136,Carton,351,702,194
PRD0342,BuildRight Heavy-Duty Material 342,Industrial,Material Handling,BuildRight,9934.98,14097.92,47.74,1769,Box,364,867,189
PRD0343,SafeGuard Heavy-Duty Safety 343,Industrial,Safety Equipment,SafeGuard,12274.6,20336.29,57.69,3477,Carton,288,695,184
PRD0344,HeavyDuty Smart Fasteners 344,Industrial,Fasteners,HeavyDuty,5893.31,10412.62,46.31,2663,Box,160,947,89
PRD0345,SafeGuard Standard Hardware 345,Industrial,Hardware,SafeGuard,13304.83,21543.56,40.69,2971,Carton,465,959,289
PRD0346,StrongArm Elite Fasteners 346,Industrial,Fasteners,StrongArm,4277.86,6381.14,11.95,3506,Crate,234,1014,69
PRD0347,BuildRight Smart Fasteners 347,Industrial,Fasteners,BuildRight,10146.72,16796.98,41.22,2739,Box,186,765,109
PRD0348,IronForge Premium Fasteners 348,Industrial,Fasteners,IronForge,4428.97,5884.91,24.02,1649,Crate,396,923,201
PRD0349,IronForge Advanced Fasteners 349,Industrial,Fasteners,IronForge,10629.76,17324.65,48.59,2919,Crate,257,785,64
PRD0350,IronForge Standard Hardware 350,Industrial,Hardware,IronForge,9101.29,13856.22,71.12,1620,Crate,384,976,195
PRD0351,IronForge Classic Hardware 351,Industrial,Hardware,IronForge,19960.95,33638.72,18.74,2439,Carton,326,971,134
PRD0352,SafeGuard Classic Safety 352,Industrial,Safety Equipment,SafeGuard,13485.69,17240.6,35.58,1308,Box,369,1256,232
PRD0353,HeavyDuty Portable Hardware 353,Industrial,Hardware,HeavyDuty,1573.37,2006.85,9.14,1783,Box,258,915,186
PRD0354,BuildRight Portable Power 354,Industrial,Power Tools,BuildRight,3445.79,4492.37,44.29,1568,Crate,205,842,65
PRD0355,HeavyDuty Deluxe Hardware 355,Industrial,Hardware,HeavyDuty,18979.21,24524.43,25.86,1723,Crate,195,809,105
PRD0356,BuildRight Elite Fasteners 356,Industrial,Fasteners,BuildRight,13811.79,20636.57,62.01,1371,Crate,401,1256,252
PRD0357,StrongArm Portable Power 357,Industrial,Power Tools,StrongArm,14226.48,21901.44,31.63,3522,Crate,436,1289,271
PRD0358,BuildRight Deluxe Safety 358,Industrial,Safety Equipment,BuildRight,15056.2,24794.4,43.88,2585,Box,164,532,101
PRD0359,SafeGuard Smart Material 359,Industrial,Material Handling,SafeGuard,17215.92,21380.51,52.18,3190,Carton,279,579,188
PRD0360,StrongArm Classic Power 360,Industrial,Power Tools,StrongArm,17883.65,31253.36,78.48,1128,Carton,420,1414,273
PRD0361,Luminous Classic Lighting 361,Home Decor,Lighting,Luminous,2990.2,3601.33,8.78,2644,Box,271,655,154
PRD0362,Homestead Compact Decorative 362,Home Decor,Decorative Accents,Homestead,3646.69,5064.48,11.54,3374,Carton,237,577,83
PRD0363,Homestead Elite Lighting 363,Home Decor,Lighting,Homestead,6462.46,9752.43,4.55,2138,Carton,275,1226,123
PRD0364,Artisia Signature Lighting 364,Home Decor,Lighting,Artisia,5518.28,7943.13,13.73,1616,Poly Bag,458,863,266
PRD0365,Luminous Pro Decorative 365,Home Decor,Decorative Accents,Luminous,5022.73,7682.22,4.84,1959,Poly Bag,384,884,294
PRD0366,Luminous Classic Curtains 366,Home Decor,Curtains,Luminous,6699.42,11536.51,12.31,1367,Carton,360,1104,272
PRD0367,Glowline Ultra Curtains 367,Home Decor,Curtains,Glowline,4115.58,6059.15,2.85,3073,Carton,301,1242,126
PRD0368,Weavehome Ultra Rugs 368,Home Decor,Rugs & Carpets,Weavehome,5666.09,7020.17,7.7,2413,Box,315,806,169
PRD0369,Glowline Compact Lighting 369,Home Decor,Lighting,Glowline,1511.2,2266.21,9.68,2376,Box,354,1289,265
PRD0370,Luminous Ultra Wall 370,Home Decor,Wall Decor,Luminous,565.89,942.04,13.97,1915,Box,261,607,94
PRD0371,Artisia Standard Wall 371,Home Decor,Wall Decor,Artisia,5354.19,9624.75,13.2,2710,Carton,252,984,128
PRD0372,Artisia Pro Wall 372,Home Decor,Wall Decor,Artisia,4701.94,8147.85,12.32,3365,Carton,147,722,73
PRD0373,Artisia Signature Decorative 373,Home Decor,Decorative Accents,Artisia,4249.32,5914.24,12.75,1771,Poly Bag,444,1063,296
PRD0374,Weavehome Elite Rugs 374,Home Decor,Rugs & Carpets,Weavehome,1669.74,2694.0,3.67,2636,Box,205,1019,136
PRD0375,Weavehome Premium Decorative 375,Home Decor,Decorative Accents,Weavehome,1474.19,2153.58,8.98,2513,Carton,437,1353,267
PRD0376,Luminous Signature Rugs 376,Home Decor,Rugs & Carpets,Luminous,2588.63,4353.17,1.71,2312,Poly Bag,339,1117,267
PRD0377,Luminous Essential Lighting 377,Home Decor,Lighting,Luminous,1502.05,2139.31,11.32,2674,Box,276,1211,223
PRD0378,Weavehome Deluxe Rugs 378,Home Decor,Rugs & Carpets,Weavehome,1485.01,2120.03,12.81,1459,Box,211,600,149
PRD0379,Glowline Smart Curtains 379,Home Decor,Curtains,Glowline,1325.5,1951.39,6.66,2191,Poly Bag,148,477,97
PRD0380,Homestead Compact Wall 380,Home Decor,Wall Decor,Homestead,536.75,753.34,3.31,3429,Box,441,1353,294
PRD0381,Glowline Standard Lighting 381,Home Decor,Lighting,Glowline,1355.89,1746.65,2.98,2732,Box,375,951,292
PRD0382,Artisia Portable Curtains 382,Home Decor,Curtains,Artisia,2752.31,4030.28,10.66,1735,Box,261,953,73
PRD0383,Weavehome Everyday Decorative 383,Home Decor,Decorative Accents,Weavehome,6219.16,10756.08,2.7,3256,Poly Bag,180,1044,113
PRD0384,Artisia Classic Wall 384,Home Decor,Wall Decor,Artisia,2886.55,4300.26,9.81,2872,Box,485,1200,289
PRD0385,Artisia Signature Wall 385,Home Decor,Wall Decor,Artisia,724.0,1200.33,1.85,3346,Poly Bag,361,875,220
PRD0386,Homestead Advanced Wall 386,Home Decor,Wall Decor,Homestead,288.03,458.68,1.06,2508,Carton,141,872,60
PRD0387,Luminous Everyday Decorative 387,Home Decor,Decorative Accents,Luminous,6264.09,10630.76,4.58,3305,Poly Bag,414,923,258
PRD0388,Weavehome Advanced Decorative 388,Home Decor,Decorative Accents,Weavehome,822.54,1471.49,3.38,1693,Carton,413,1095,223
PRD0389,Artisia Heavy-Duty Rugs 389,Home Decor,Rugs & Carpets,Artisia,2411.37,4255.86,5.53,2939,Box,158,473,72
PRD0390,Weavehome Heavy-Duty Rugs 390,Home Decor,Rugs & Carpets,Weavehome,5026.19,7597.44,5.17,1153,Box,324,914,243
PRD0391,Homestead Classic Rugs 391,Home Decor,Rugs & Carpets,Homestead,4486.99,8054.18,9.21,3090,Poly Bag,247,744,145
PRD0392,Luminous Compact Decorative 392,Home Decor,Decorative Accents,Luminous,5111.9,8174.81,5.95,1246,Poly Bag,357,664,271
PRD0393,Weavehome Ultra Curtains 393,Home Decor,Curtains,Weavehome,1643.33,2233.36,4.18,1644,Carton,245,760,59
PRD0394,Artisia Essential Decorative 394,Home Decor,Decorative Accents,Artisia,1004.84,1682.86,6.49,3452,Box,260,1063,179
PRD0395,Artisia Pro Curtains 395,Home Decor,Curtains,Artisia,457.93,671.97,11.03,1815,Box,321,1217,205
PRD0396,Artisia Standard Wall 396,Home Decor,Wall Decor,Artisia,4672.94,7375.15,14.36,2165,Carton,326,753,203
PRD0397,Luminous Compact Decorative 397,Home Decor,Decorative Accents,Luminous,2024.44,2829.66,13.71,2932,Carton,338,787,221
PRD0398,Artisia Advanced Curtains 398,Home Decor,Curtains,Artisia,6596.33,8317.44,1.93,2303,Carton,405,1374,222
PRD0399,Glowline Essential Lighting 399,Home Decor,Lighting,Glowline,1559.21,2206.35,6.89,1133,Box,298,1074,108
PRD0400,Homestead Deluxe Wall 400,Home Decor,Wall Decor,Homestead,4471.93,7257.88,6.11,1407,Poly Bag,259,1086,89
