Shipment_ID,Shipment_Date,Product_ID,Warehouse_ID,Supplier_ID,Order_Quantity,Delivered_Quantity,Inventory_Before,Inventory_After,Shipping_Cost,Delivery_Days,Expected_Delivery_Days,Delivery_Status,Late_Delivery_Days,Transport_Mode,Distance_KM,Order_Priority,Returned_Units,Damage_Units,Order_Value,Warehouse_Handling_Cost,Fuel_Cost,Shipment_Status,Year,Quarter,Month,Month_Name,Week,Day
SHP003406,27-02-2025,PRD0144,WH007,SUP039,417,348,613,289,912.04,20,20,On Time,0,Sea,3321.2,Low,24,5,3024005.16,317.64,963.76,Completed,2025,1,2,February,9,27
SHP003407,05-05-2025,PRD0332,WH017,SUP006,409,401,1046,645,34524.89,13,15,On Time,0,Sea,5101.8,Medium,0,8,6968313.34,355.86,1215.74,In Transit,2025,2,5,May,19,5
SHP003408,28-05-2024,PRD0102,WH028,SUP016,233,209,399,199,425.18,2,2,On Time,0,Air,3424.5,Medium,9,3,420635.49,389.33,3642.99,Completed,2024,2,5,May,22,28
SHP003409,14-10-2025,PRD0148,WH004,SUP002,379,379,598,225,3939.23,13,14,On Time,0,Sea,8256.2,Medium,6,7,1286507.92,477.36,2255.83,Completed,2025,4,10,October,42,14
SHP003410,21-03-2026,PRD0219,WH012,SUP010,551,542,692,158,550.75,3,3,On Time,0,Air,682.7,Medium,8,5,1085750.66,577.96,644.45,Completed,2026,1,3,March,12,21
SHP003411,23-02-2025,PRD0001,WH013,SUP033,75,75,1046,976,542.15,15,17,On Time,0,Sea,4938.5,High,5,1,64409.25,413.27,1067.64,Completed,2025,1,2,February,8,23
SHP003412,18-04-2024,PRD0190,WH023,SUP048,367,367,716,349,337.83,3,4,On Time,0,Road,311.6,Medium,0,3,3277111.82,352.43,177.87,In Transit,2024,2,4,April,16,18
SHP003413,03-06-2025,PRD0167,WH026,SUP058,489,489,719,230,15101.43,1,3,On Time,0,Air,2483.5,Medium,0,0,4773862.5,418.9,2332.71,In Transit,2025,2,6,June,23,3
SHP003414,13-03-2026,PRD0293,WH019,SUP047,508,508,746,255,14835.9,2,3,On Time,0,Air,4556,Low,17,9,1326967.12,163.07,4844.79,Completed,2026,1,3,March,11,13
SHP003415,10-09-2024,PRD0138,WH026,SUP018,405,330,1054,739,7531.95,3,3,On Time,0,Air,5143.9,Medium,15,0,2066212.5,174.62,5390.35,Completed,2024,3,9,September,37,10
SHP003416,25-01-2025,PRD0048,WH005,SUP060,247,247,476,229,9156.9,3,3,On Time,0,Road,1187.5,Medium,0,2,2900486.42,395.71,539.57,In Transit,2025,1,1,January,4,25
SHP003417,14-10-2024,PRD0374,WH017,SUP072,387,387,402,40,880.19,7,7,On Time,0,Road,788.2,High,25,0,1042578,380.59,365.8,Completed,2024,4,10,October,42,14
SHP003418,17-03-2025,PRD0233,WH015,SUP070,36,36,131,96,1166.47,15,16,On Time,0,Sea,5645.6,High,1,0,262728,102.1,1596.86,Completed,2025,1,3,March,12,17
SHP003419,11-12-2024,PRD0293,WH026,SUP071,222,222,356,140,7902.02,1,1,On Time,0,Air,2233.7,Medium,6,3,579895.08,453.24,1989.39,Completed,2024,4,12,December,50,11
SHP003420,13-04-2026,PRD0125,WH002,SUP067,169,169,315,149,6073.16,13,13,On Time,0,Sea,16008.8,Medium,3,0,85263.88,174.6,4597.41,Completed,2026,2,4,April,16,13
SHP003421,23-12-2024,PRD0397,WH017,SUP055,376,376,462,115,41634.25,1,2,On Time,0,Air,11779.8,Medium,29,4,1063952.16,636.19,12909.97,Completed,2024,4,12,December,52,23
SHP003422,18-01-2024,PRD0095,WH008,SUP012,453,453,685,245,266.58,1,1,On Time,0,Air,615.9,Medium,13,7,960242.22,340.21,742.41,Completed,2024,1,1,January,3,18
SHP003423,25-11-2025,PRD0259,WH021,SUP016,255,238,319,88,11507.46,9,11,On Time,0,Sea,3915.4,Medium,7,3,1622662.58,624.88,1083.12,Completed,2025,4,11,November,48,25
SHP003424,20-09-2024,PRD0123,WH026,SUP022,547,547,717,212,2981.44,15,15,On Time,0,Sea,3673.9,Low,42,1,4291565.08,123.96,913.71,Completed,2024,3,9,September,38,20
SHP003425,25-02-2024,PRD0018,WH016,SUP003,332,280,650,376,13049.09,1,1,On Time,0,Air,12993.3,Low,6,7,1257270,384.53,10454.47,Completed,2024,1,2,February,8,25
SHP003426,07-04-2025,PRD0244,WH028,SUP007,90,90,997,907,373.83,2,4,On Time,0,Road,1157.2,Medium,5,1,593593.2,532.85,473.09,Returned,2025,2,4,April,15,7
SHP003427,11-11-2024,PRD0397,WH026,SUP050,247,247,471,229,2710.38,2,3,On Time,0,Road,937.1,Low,5,6,698926.02,357.26,387.47,Completed,2024,4,11,November,46,11
SHP003428,23-05-2026,PRD0192,WH020,SUP068,132,132,624,500,4191.61,3,4,On Time,0,Road,1308.4,High,8,0,1566088.92,412.52,482.66,Completed,2026,2,5,May,21,23
SHP003429,06-08-2024,PRD0041,WH021,SUP012,52,52,616,564,14103.4,1,1,On Time,0,Air,1996.2,Low,1,1,1201535.4,203.32,2207.9,Returned,2024,3,8,August,32,6
SHP003430,25-08-2024,PRD0337,WH004,SUP064,365,316,460,161,62604.7,14,16,On Time,0,Sea,7796.3,Low,17,2,2558895.32,191.19,2011.04,Completed,2024,3,8,August,34,25
SHP003431,08-06-2026,PRD0028,WH005,SUP035,510,510,673,169,3794.79,7,1,Late,6,Air,3788.6,Medium,6,0,3422130.6,223.57,3993.26,Completed,2026,2,6,June,24,8
SHP003432,06-02-2026,PRD0282,WH016,SUP001,244,244,398,163,571.19,6,8,On Time,0,Rail,491.6,Medium,9,4,2624246.84,589.21,111.32,Completed,2026,1,2,February,6,6
SHP003433,24-12-2025,PRD0323,WH001,SUP033,91,91,354,265,32518.69,18,20,On Time,0,Sea,5297.7,Medium,2,0,2653268.8,298.94,1412.92,Completed,2025,4,12,December,52,24
SHP003434,17-01-2026,PRD0337,WH011,SUP057,295,295,318,32,27596.25,16,18,On Time,0,Sea,4651,Low,9,6,2388842.15,327.82,974.36,Completed,2026,1,1,January,3,17
SHP003435,27-06-2025,PRD0101,WH013,SUP045,228,228,420,192,1160.59,2,3,On Time,0,Air,1837.6,Low,0,6,412043.88,407.42,1995.7,Completed,2025,2,6,June,26,27
SHP003436,21-04-2025,PRD0051,WH003,SUP064,141,141,389,250,57952.66,1,1,On Time,0,Air,6835.5,Low,2,0,3582979.2,391.62,7067.55,Completed,2025,2,4,April,17,21
SHP003437,22-09-2025,PRD0308,WH009,SUP048,72,72,234,165,472.41,7,6,Late,1,Rail,2068.4,Low,3,0,1231137.36,629.31,317.62,Completed,2025,3,9,September,39,22
SHP003438,28-04-2026,PRD0238,WH020,SUP069,537,537,906,391,233.26,8,3,Late,5,Road,1276.8,Medium,22,7,1387167.66,441.06,571.08,Completed,2026,2,4,April,18,28
SHP003439,06-08-2025,PRD0398,WH009,SUP053,398,398,573,188,455.78,5,6,On Time,0,Rail,1962.9,Medium,13,6,3310341.12,215.74,400.53,Completed,2025,3,8,August,32,6
SHP003440,10-04-2025,PRD0289,WH001,SUP042,59,59,87,31,1675.24,1,2,On Time,0,Air,548.1,High,3,1,389261.94,339.92,685.06,Completed,2025,2,4,April,15,10
SHP003441,19-06-2025,PRD0022,WH020,SUP026,597,597,851,301,702.03,15,10,Late,5,Rail,1266.7,Low,47,17,4959935.7,613.93,213.68,Completed,2025,2,6,June,25,19
SHP003442,27-05-2026,PRD0348,WH006,SUP043,340,340,387,67,43499.29,4,1,Late,3,Air,4940.2,Medium,20,5,2000869.4,166.48,3933.81,Completed,2026,2,5,May,22,27
SHP003443,21-11-2024,PRD0042,WH025,SUP063,62,62,520,458,4332.68,17,17,On Time,0,Sea,6401.9,Low,0,0,1306074.02,236.18,1927.45,Completed,2024,4,11,November,47,21
SHP003444,12-07-2025,PRD0098,WH027,SUP059,61,61,897,837,2914.84,1,1,On Time,0,Air,6259.4,Low,1,0,92580.31,314.3,6404.96,Completed,2025,3,7,July,28,12
SHP003445,31-03-2026,PRD0311,WH022,SUP005,129,117,515,398,637.58,2,2,On Time,0,Air,1532.1,Low,0,2,913796.91,554.18,1565.43,In Transit,2026,1,3,March,14,31
SHP003446,28-10-2025,PRD0166,WH001,SUP023,413,413,679,269,21190.62,2,2,On Time,0,Air,3837.6,High,3,10,7366565.36,535.11,3314.61,Completed,2025,4,10,October,44,28
SHP003447,04-02-2025,PRD0198,WH004,SUP006,412,412,719,307,11640.99,2,2,On Time,0,Air,4417.3,Medium,0,2,2264113.04,188.7,3638.24,In Transit,2025,1,2,February,6,4
SHP003448,28-11-2025,PRD0076,WH013,SUP007,147,136,579,443,8235.57,1,1,On Time,0,Air,1019.4,Medium,0,3,1718897.2,650.59,1189.56,Completed,2025,4,11,November,48,28
SHP003449,06-03-2026,PRD0071,WH030,SUP051,339,339,579,248,9467.07,1,1,On Time,0,Air,406.4,Medium,8,0,3246508.08,201.95,436.92,Completed,2026,1,3,March,10,6
SHP003450,18-06-2026,PRD0123,WH010,SUP040,173,170,171,12,5174.93,15,16,On Time,0,Sea,7245.4,Low,11,4,1333758.8,302.81,1894.57,Completed,2026,2,6,June,25,18
SHP003451,12-12-2024,PRD0203,WH002,SUP023,55,52,258,207,1965.13,1,1,On Time,0,Air,3660.6,Medium,1,0,302053.96,199.84,4096.08,Completed,2024,4,12,December,50,12
SHP003452,12-11-2025,PRD0005,WH002,SUP018,380,380,644,285,1621.74,15,17,On Time,0,Sea,5884.1,Low,21,9,5071153.2,453.93,1217.47,Completed,2025,4,11,November,46,12
SHP003453,14-03-2026,PRD0042,WH021,SUP015,480,480,609,155,8879.78,3,3,On Time,0,Air,5672,Medium,26,10,10111540.8,230.88,4853.91,Completed,2026,1,3,March,11,14
SHP003454,29-05-2026,PRD0199,WH003,SUP044,270,270,479,213,637.58,2,3,On Time,0,Air,1908.7,Low,4,6,208580.4,127.64,2074.7,Completed,2026,2,5,May,22,29
SHP003455,06-01-2026,PRD0280,WH005,SUP015,427,427,490,63,7237.33,2,3,On Time,0,Air,5288.5,Medium,31,10,3110020.34,511.76,4507.49,Returned,2026,1,1,January,2,6
SHP003456,29-07-2025,PRD0076,WH023,SUP055,526,424,650,257,143509.48,1,2,On Time,0,Air,13240.2,Medium,31,2,5358914.8,590.78,13519.47,Completed,2025,3,7,July,31,29
SHP003457,10-06-2026,PRD0189,WH021,SUP052,104,104,760,663,2369.58,10,11,On Time,0,Sea,3030.7,Medium,7,1,232111.36,292.43,887.5,Completed,2026,2,6,June,24,10
SHP003458,03-04-2024,PRD0185,WH023,SUP048,56,56,746,692,4968.7,4,6,On Time,0,Road,1479.3,Medium,2,1,364293.44,327.35,597.2,Completed,2024,2,4,April,14,3
SHP003459,20-02-2026,PRD0332,WH008,SUP071,591,591,674,83,32563.95,1,2,On Time,0,Air,2037.1,Low,0,1,10270007.94,608.52,1662.11,In Transit,2026,1,2,February,8,20
SHP003460,08-10-2025,PRD0325,WH022,SUP063,483,483,568,95,25134.87,18,14,Late,4,Sea,6170.7,Medium,10,3,3612439.11,351.43,1671.54,Completed,2025,4,10,October,41,8
SHP003461,02-06-2024,PRD0128,WH019,SUP021,377,377,455,78,5802.14,1,1,On Time,0,Air,3473.4,Medium,0,2,239085.86,437.27,3819.07,In Transit,2024,2,6,June,22,2
SHP003462,13-09-2025,PRD0195,WH011,SUP022,221,221,314,105,10481.49,1,3,On Time,0,Air,3143.8,Medium,12,0,2036196.76,604.63,3560.69,Completed,2025,3,9,September,37,13
SHP003463,27-07-2024,PRD0066,WH016,SUP017,67,67,831,768,1292.22,5,7,On Time,0,Rail,986.2,High,4,1,236083.88,428.84,206.78,Completed,2024,3,7,July,30,27
SHP003464,03-08-2025,PRD0225,WH002,SUP003,69,56,701,646,1956.61,1,1,On Time,0,Air,13424.4,Low,1,0,223548.08,424.93,11643.98,Completed,2025,3,8,August,31,3
SHP003465,24-12-2024,PRD0195,WH007,SUP023,207,207,987,791,6581.19,19,20,On Time,0,Sea,4512.1,High,11,4,1907206.92,499.42,1044.45,Completed,2024,4,12,December,52,24
SHP003466,07-12-2024,PRD0126,WH001,SUP020,284,273,435,165,1348.2,1,3,On Time,0,Road,1330.1,Low,3,5,56571.06,445.62,540.16,Completed,2024,4,12,December,49,7
SHP003467,15-09-2025,PRD0265,WH018,SUP015,309,282,490,213,4698.98,8,2,Late,6,Air,6265.4,Low,5,5,1122532.02,255.17,6916.35,Completed,2025,3,9,September,38,15
SHP003468,04-02-2026,PRD0311,WH022,SUP074,176,175,462,292,1369.98,1,2,On Time,0,Air,5615.9,High,5,2,1366790.25,323.01,5702.43,Completed,2026,1,2,February,6,4
SHP003469,26-11-2024,PRD0143,WH030,SUP058,224,219,350,134,465.5,4,6,On Time,0,Road,244.6,Medium,3,2,189358.35,525.1,97.15,Completed,2024,4,11,November,48,26
SHP003470,13-05-2026,PRD0026,WH007,SUP012,34,34,822,788,414.28,6,6,On Time,0,Road,1358.5,High,0,0,404852.28,160.76,539.73,Completed,2026,2,5,May,20,13
SHP003471,27-11-2024,PRD0262,WH018,SUP046,436,436,671,261,254.67,4,5,On Time,0,Road,247.9,Low,26,2,2475538.24,108.41,106.56,Completed,2024,4,11,November,48,27
SHP003472,23-04-2025,PRD0176,WH026,SUP038,78,78,1043,970,9548.83,3,3,On Time,0,Air,3539,Medium,5,1,25606.62,166.63,2959.28,Completed,2025,2,4,April,17,23
SHP003473,19-02-2024,PRD0154,WH004,SUP047,220,220,492,285,2055.96,8,10,On Time,0,Sea,5328.9,Medium,13,1,1069437.6,300.23,1170.44,Completed,2024,1,2,February,8,19
SHP003474,26-03-2026,PRD0376,WH008,SUP071,59,59,312,253,827.75,3,3,On Time,0,Air,1282.5,Medium,0,0,256837.03,621.52,1006.13,Completed,2026,1,3,March,13,26
SHP003475,07-10-2024,PRD0326,WH030,SUP032,327,305,708,425,2146.01,6,6,On Time,0,Road,1246.9,Medium,22,4,8982179.85,486.28,444.39,Completed,2024,4,10,October,41,7
SHP003476,28-06-2024,PRD0313,WH016,SUP054,448,448,489,68,21901.03,2,2,On Time,0,Air,11915.1,High,27,3,1002520.96,148.34,12882.55,Completed,2024,2,6,June,26,28
SHP003477,16-07-2024,PRD0260,WH016,SUP067,364,364,406,58,3784.32,13,13,On Time,0,Sea,15471.1,Medium,16,9,2093800.8,294.93,4501.98,Completed,2024,3,7,July,29,16
SHP003478,28-06-2025,PRD0179,WH026,SUP045,344,344,488,144,2978.71,1,2,On Time,0,Air,1035.1,Medium,0,8,3672471.76,576.02,1148.21,Cancelled,2025,2,6,June,26,28
SHP003479,15-01-2025,PRD0247,WH012,SUP007,384,377,450,86,2468.12,5,7,On Time,0,Road,1040.9,High,13,6,5530065.97,371.32,379.14,Completed,2025,1,1,January,3,15
SHP003480,25-03-2024,PRD0313,WH002,SUP008,233,208,409,208,772.28,9,10,On Time,0,Rail,856.2,High,7,0,465456.16,408.36,164.95,Completed,2024,1,3,March,13,25
SHP003481,01-12-2025,PRD0353,WH017,SUP048,557,557,784,267,2025.19,4,6,On Time,0,Road,1136.5,High,40,5,1117815.45,186.54,413.01,Completed,2025,4,12,December,49,1
SHP003482,09-05-2025,PRD0314,WH009,SUP038,551,468,1119,683,2183.74,20,20,On Time,0,Sea,4089.5,Medium,32,6,6982101.36,372.75,1041.64,Completed,2025,2,5,May,19,9
SHP003483,03-04-2025,PRD0203,WH021,SUP044,464,464,576,117,493.9,1,2,On Time,0,Air,609,High,5,5,2695250.72,605.28,558.48,Completed,2025,2,4,April,14,3
SHP003484,10-10-2024,PRD0011,WH004,SUP025,288,288,1038,750,11173.49,2,2,On Time,0,Air,13294.3,Medium,0,5,610911.36,369.06,12372.51,In Transit,2024,4,10,October,41,10
SHP003485,04-04-2026,PRD0396,WH028,SUP071,37,31,538,508,2607.51,13,7,Late,6,Road,957,Medium,1,0,228629.65,358.81,435.5,Completed,2026,2,4,April,14,4
SHP003486,14-09-2024,PRD0128,WH024,SUP056,278,278,320,55,4976.26,13,14,On Time,0,Sea,6554.5,High,13,7,176302.04,670.46,1422.14,Completed,2024,3,9,September,37,14
SHP003487,25-06-2024,PRD0269,WH018,SUP072,372,355,644,312,993.58,1,3,On Time,0,Road,101.3,Medium,23,5,1831054.5,331.5,68.04,Completed,2024,2,6,June,26,25
SHP003488,04-02-2026,PRD0191,WH010,SUP006,227,227,829,616,6250.3,23,20,Late,3,Sea,5559.1,Medium,14,2,1337138.96,529.74,1582.91,Completed,2026,1,2,February,6,4
SHP003489,29-08-2025,PRD0163,WH008,SUP015,248,248,726,492,8238.19,3,3,On Time,0,Air,5313.1,Medium,14,0,340608.16,350.18,4258.53,Completed,2025,3,8,August,35,29
SHP003490,01-06-2024,PRD0266,WH003,SUP019,225,225,304,81,15440.92,1,1,On Time,0,Air,3474.1,Medium,2,0,1076240.25,451.15,2937.63,Completed,2024,2,6,June,22,1
SHP003491,23-07-2025,PRD0169,WH022,SUP055,265,265,366,107,45028.28,14,16,On Time,0,Sea,16830.1,Medium,6,5,3866657.4,395.24,4706.93,Completed,2025,3,7,July,30,23
SHP003492,13-06-2026,PRD0197,WH022,SUP042,404,404,507,111,2823.1,8,10,On Time,0,Rail,2145.9,High,8,9,539521.8,456.49,330.48,Completed,2026,2,6,June,24,13
SHP003493,18-09-2025,PRD0379,WH006,SUP029,75,74,397,324,13713.14,2,2,On Time,0,Air,6743.3,Low,1,0,144402.86,207.86,6293.61,Completed,2025,3,9,September,38,18
SHP003494,15-01-2025,PRD0169,WH018,SUP004,197,180,568,393,18635.73,1,1,On Time,0,Air,2771.8,Low,5,3,2626408.8,150.39,2907.18,Completed,2025,1,1,January,3,15
SHP003495,19-01-2026,PRD0087,WH010,SUP063,105,105,169,72,1259.91,15,16,On Time,0,Sea,7326,Medium,8,1,64329.3,550.43,1874.44,Completed,2026,1,1,January,4,19
SHP003496,22-04-2025,PRD0159,WH017,SUP067,227,216,665,463,21112.33,1,1,On Time,0,Air,13512,Medium,14,4,260683.92,613.12,12392.43,Completed,2025,2,4,April,17,22
SHP003497,15-09-2025,PRD0027,WH005,SUP015,400,363,774,432,5083.66,2,3,On Time,0,Air,5693.2,Medium,21,1,815366.97,405.82,6504.62,Completed,2025,3,9,September,38,15
SHP003498,27-05-2026,PRD0112,WH008,SUP068,566,538,1148,610,715.69,5,2,Late,3,Air,529.2,Medium,0,11,146357.52,569.46,445.58,Cancelled,2026,2,5,May,22,27
SHP003499,10-09-2024,PRD0259,WH017,SUP042,519,519,633,117,5434.64,3,3,On Time,0,Road,1159.6,High,3,2,3538495.29,197.36,465.75,Completed,2024,3,9,September,37,10
SHP003500,21-03-2026,PRD0348,WH021,SUP057,527,527,729,242,8917.87,18,13,Late,5,Sea,4462.6,Medium,40,2,3101347.57,514.39,941.75,Completed,2026,1,3,March,12,21
SHP003501,15-07-2025,PRD0156,WH020,SUP034,251,251,806,555,1882.68,20,20,On Time,0,Sea,8468.1,High,0,1,1523908.85,195.91,2546.83,Cancelled,2025,3,7,July,29,15
SHP003502,15-02-2024,PRD0056,WH009,SUP061,467,467,634,189,16998.05,1,1,On Time,0,Air,3870.9,Low,22,1,7006755.92,245.43,4420.03,Completed,2024,1,2,February,7,15
SHP003503,03-07-2026,PRD0183,WH004,SUP058,61,61,540,482,11361.16,1,3,On Time,0,Air,2240.6,Medium,3,0,33648.21,447.66,2253.1,Completed,2026,3,7,July,27,3
SHP003504,02-02-2026,PRD0219,WH023,SUP049,156,156,549,397,1082.34,14,16,On Time,0,Sea,13987.5,High,4,3,312503.88,620.92,4160.35,Completed,2026,1,2,February,6,2
SHP003505,14-12-2024,PRD0175,WH029,SUP058,243,243,424,192,507.54,9,10,On Time,0,Rail,1993,Low,11,1,1553481.99,352.41,370.96,Completed,2024,4,12,December,50,14
SHP003506,29-05-2025,PRD0285,WH004,SUP061,170,170,531,366,2846.47,12,13,On Time,0,Sea,3917.4,Low,5,4,951699.1,421.01,1038.88,Completed,2025,2,5,May,22,29
SHP003507,02-09-2024,PRD0300,WH015,SUP046,321,321,480,177,2270.17,1,3,On Time,0,Air,1985.3,High,18,2,1711010.25,160.55,1795.53,Completed,2024,3,9,September,36,2
SHP003508,03-12-2025,PRD0320,WH005,SUP045,543,519,738,225,728.14,3,5,On Time,0,Rail,939.6,High,6,6,6184040.7,547.39,176.99,Completed,2025,4,12,December,49,3
SHP003509,03-02-2025,PRD0064,WH008,SUP054,218,218,426,208,25587.72,16,15,Late,1,Sea,16882.5,High,0,1,747460.96,263.12,4249.49,Completed,2025,1,2,February,6,3
SHP003510,10-01-2025,PRD0237,WH017,SUP037,271,232,985,753,4496.07,2,3,On Time,0,Air,14130.3,Medium,0,2,1331735.68,355.66,13472.21,Completed,2025,1,1,January,2,10
SHP003511,12-07-2024,PRD0241,WH026,SUP062,259,259,866,627,12771.15,18,19,On Time,0,Sea,5749.7,Medium,20,6,1717483.39,513.62,1387.33,Completed,2024,3,7,July,28,12
SHP003512,18-11-2025,PRD0293,WH012,SUP013,138,138,443,308,612.8,13,8,Late,5,Rail,502.1,Medium,3,3,360475.32,272.21,117.98,Completed,2025,4,11,November,47,18
SHP003513,25-04-2024,PRD0028,WH010,SUP026,477,477,636,176,1037.64,5,6,On Time,0,Road,886.5,Medium,17,10,3200698.62,365.94,338.68,Completed,2024,2,4,April,17,25
SHP003514,22-03-2026,PRD0276,WH013,SUP037,114,114,288,181,3965.57,2,2,On Time,0,Air,12811.2,Medium,7,0,312288.18,495.04,14088.08,Completed,2026,1,3,March,12,22
SHP003515,27-01-2026,PRD0013,WH027,SUP021,450,388,629,245,926.23,18,20,On Time,0,Sea,3802.9,Medium,4,7,793762.64,222.83,926.46,Completed,2026,1,1,January,5,27
SHP003516,10-05-2025,PRD0052,WH019,SUP002,273,273,344,77,81389.24,1,3,On Time,0,Air,6753.3,High,6,2,10534171.83,273.57,5240.78,Completed,2025,2,5,May,19,10
SHP003517,26-06-2024,PRD0058,WH002,SUP011,125,125,626,502,33338.2,1,2,On Time,0,Air,13522.3,Low,1,3,1276702.5,530.54,14241.04,Completed,2024,2,6,June,26,26
SHP003518,31-03-2024,PRD0245,WH021,SUP004,522,491,551,76,10093.15,1,1,On Time,0,Air,2779.1,Low,16,6,3085625.67,179.48,2332.19,Completed,2024,1,3,March,13,31
SHP003519,13-09-2025,PRD0262,WH014,SUP075,54,54,413,362,529.62,19,19,On Time,0,Sea,3977.8,Medium,3,0,306603.36,134.43,1221.24,Completed,2025,3,9,September,37,13
SHP003520,09-10-2025,PRD0243,WH006,SUP018,201,201,656,455,9369.61,15,16,On Time,0,Sea,5087.9,Medium,0,1,149722.89,484.9,1510.77,Completed,2025,4,10,October,41,9
SHP003521,07-01-2026,PRD0040,WH002,SUP031,23,23,734,711,641.13,3,3,On Time,0,Road,1302.3,Medium,0,0,83469.07,545.04,527.56,Completed,2026,1,1,January,2,7
SHP003522,05-04-2024,PRD0278,WH030,SUP001,164,136,907,776,3729.52,2,4,On Time,0,Road,859.7,Medium,5,1,1228798.08,186.07,295.62,Completed,2024,2,4,April,14,5
SHP003523,15-08-2024,PRD0230,WH026,SUP039,38,38,311,275,358.75,19,15,Late,4,Sea,2935.4,Medium,2,0,202911.26,175.15,851.85,Completed,2024,3,8,August,33,15
SHP003524,23-07-2025,PRD0098,WH022,SUP045,528,528,724,203,330.68,7,5,Late,2,Rail,343.6,Medium,7,5,801350.88,633.57,78.32,Completed,2025,3,7,July,30,23
SHP003525,29-08-2025,PRD0010,WH004,SUP033,121,121,813,694,1752.76,12,14,On Time,0,Sea,5701,High,2,0,924049.17,276.13,1219.93,Completed,2025,3,8,August,35,29
SHP003526,27-02-2024,PRD0338,WH014,SUP070,123,123,466,343,28008.78,7,1,Late,6,Air,4452,Low,0,2,1114093.41,472.99,4854.32,Completed,2024,1,2,February,9,27
SHP003527,10-02-2025,PRD0258,WH015,SUP019,574,509,762,282,4536.74,1,3,On Time,0,Air,3566,Medium,29,2,5935087.61,301.86,3455.23,Completed,2025,1,2,February,7,10
SHP003528,20-12-2025,PRD0010,WH001,SUP056,169,169,662,495,4863.95,2,3,On Time,0,Air,5873.4,High,2,2,1290614.13,300.21,6254.09,Completed,2025,4,12,December,51,20
SHP003529,31-10-2025,PRD0307,WH007,SUP027,516,516,754,238,1270.36,6,3,Late,3,Air,2872.7,High,20,7,8223935.76,321.77,2887.98,Returned,2025,4,10,October,44,31
SHP003530,26-01-2025,PRD0352,WH020,SUP012,132,109,537,435,1335.73,6,7,On Time,0,Rail,361.1,High,7,1,1879225.4,411.55,118.07,Completed,2025,1,1,January,4,26
SHP003531,13-02-2024,PRD0173,WH023,SUP006,532,532,669,148,37382.94,7,3,Late,4,Air,5099.3,Medium,11,6,9792912.36,466.99,4585.89,Completed,2024,1,2,February,7,13
SHP003532,08-05-2024,PRD0381,WH022,SUP013,56,56,654,599,885.23,2,2,On Time,0,Air,673.2,Medium,1,1,97812.4,261.71,719.04,Completed,2024,2,5,May,19,8
SHP003533,10-08-2025,PRD0314,WH001,SUP071,355,355,392,45,524.06,4,5,On Time,0,Road,106.2,Low,8,4,5296252.1,227.96,65.08,Completed,2025,3,8,August,32,10
SHP003534,29-08-2024,PRD0383,WH021,SUP022,233,233,988,755,1707.25,7,1,Late,6,Air,2876.6,High,0,1,2506166.64,170.59,2377.89,Cancelled,2024,3,8,August,35,29
SHP003535,11-02-2025,PRD0136,WH024,SUP067,84,71,348,278,7054.86,20,20,On Time,0,Sea,13283.7,Medium,1,0,614507.84,208.61,4006.39,Completed,2025,1,2,February,7,11
SHP003536,13-04-2026,PRD0328,WH028,SUP037,226,226,249,23,73794.24,1,1,On Time,0,Air,13299.1,Low,0,1,4003754.98,390.51,10154.52,In Transit,2026,2,4,April,16,13
SHP003537,21-10-2024,PRD0346,WH020,SUP005,135,135,556,429,5694.42,3,3,On Time,0,Air,1129.2,Low,8,0,861453.9,614.44,1181.32,Completed,2024,4,10,October,43,21
SHP003538,29-12-2025,PRD0123,WH010,SUP040,206,206,495,290,12572.2,1,2,On Time,0,Air,6073.1,High,1,0,1616201.84,523.68,5631.24,Completed,2025,4,12,December,1,29
SHP003539,02-02-2025,PRD0189,WH023,SUP055,485,485,695,229,20571.82,7,2,Late,5,Air,13125.5,High,19,1,1082442.4,289.07,14551.73,Completed,2025,1,2,February,5,2
SHP003540,16-09-2024,PRD0232,WH006,SUP073,422,422,698,276,1466.99,2,3,On Time,0,Air,3654.9,Medium,0,2,1092878.72,594.51,3685.1,In Transit,2024,3,9,September,38,16
SHP003541,26-09-2024,PRD0161,WH005,SUP041,197,197,948,754,69666.57,1,2,On Time,0,Air,12470.1,Medium,3,0,1506496.43,268.61,10043.65,Completed,2024,3,9,September,39,26
SHP003542,09-01-2026,PRD0188,WH017,SUP056,69,69,449,380,8364.53,9,11,On Time,0,Sea,6981,Low,0,0,295985.16,307.6,2068.42,Completed,2026,1,1,January,2,9
SHP003543,05-11-2024,PRD0168,WH018,SUP047,470,470,657,198,34426.16,2,2,On Time,0,Air,4246.8,Low,11,12,4539072,397.67,3431.02,Completed,2024,4,11,November,45,5
SHP003544,01-11-2025,PRD0375,WH005,SUP010,51,51,426,377,512.11,5,5,On Time,0,Rail,658.8,Low,2,1,109832.58,196.47,165.32,Completed,2025,4,11,November,44,1
SHP003545,18-08-2024,PRD0147,WH010,SUP031,241,220,592,388,520.01,9,7,Late,2,Rail,1818.4,Medium,16,2,56401.4,406.54,340.87,Completed,2024,3,8,August,33,18
SHP003546,13-08-2025,PRD0038,WH016,SUP057,568,486,747,273,1277.03,15,12,Late,3,Sea,4630,Medium,12,13,1359614.16,373.46,1398.21,Completed,2025,3,8,August,33,13
